-3.549280213,-0.295773458
-3.502962659,-0.24915501
-3.456645105,-0.202536562
-3.410327552,-0.155918114
-3.364009998,-0.109299667
-3.317692444,-0.062681219
-3.271374891,-0.016062771
-3.225057337,0.030555677
-3.178739783,0.077174124
-3.132422229,0.123792572
-3.086104676,0.17041102
-3.039787122,0.217029467
-2.993469568,0.263647915
-2.947152015,0.310266363
-2.900834461,0.356884811
-2.854516907,0.403503258
-2.808199354,0.450121706
-2.7618818,0.496740154
-2.715564246,0.543358602
-2.669246692,0.589977049
-2.622929139,0.636595497
-2.576611585,0.683213945
-2.530294031,0.729832393
-2.483976478,0.77645084
-2.437658924,0.823069288
-2.39134137,0.869687736
-2.345023816,0.916306183
-2.298706263,0.962924631
-2.252388709,1.009543079
-2.206071155,1.056161527
-2.159753602,1.102779974
-2.113436048,1.149398422
-2.067118494,1.19601687
-2.02080094,1.242635318
-1.974483387,1.289253765
-1.928165833,1.335872213
-1.881848279,1.382490661
-1.835530726,1.429109108
-1.789213172,1.475727556
-1.742895618,1.522346004
-1.696578064,1.568964452
-1.650260511,1.615582899
-1.603942957,1.662201347
-1.557625403,1.708819795
-1.51130785,1.755438243
-1.464990296,1.80205669
-1.418672742,1.848675138
-1.372355188,1.895293586
-1.326037635,1.941912034
-1.279720081,1.988530481
-1.233402527,2.035148929
-1.187084974,2.081767377
-1.14076742,2.128385824
-1.094449866,2.175004272
-1.048132313,2.22162272
-1.001814759,2.268241168
-0.955497205,2.314859615
-0.909179651,2.361478063
-0.862862098,2.408096511
-0.816544544,2.454714959
-0.77022699,2.501333406
-0.723909437,2.547951854
-0.677591883,2.594570302
-0.631274329,2.64118875
-0.584956775,2.687807197
-0.538639222,2.734425645
-0.492321668,2.781044093
-0.446004114,2.82766254
-0.399686561,2.874280988
-0.353369007,2.920899436
-0.307051453,2.967517884
-0.260733899,3.014136331
-0.214416346,3.060754779
-0.168098792,3.107373227
-0.121781238,3.153991675
-0.075463685,3.200610122
-0.029146131,3.24722857
0.017171423,3.293847018
0.063488977,3.340465465
0.10980653,3.387083913
0.156124084,3.433702361
0.202441638,3.480320809
0.248759191,3.526939256
0.295076745,3.573557704
0.341394299,3.620176152
0.387711853,3.6667946
0.434029406,3.713413047
0.48034696,3.760031495
0.526664514,3.806649943
0.572982067,3.853268391
0.619299621,3.899886838
0.665617175,3.946505286
0.711934729,3.993123734
0.758252282,4.039742181
0.804569836,4.086360629
0.85088739,4.132979077
0.897204943,4.179597525
0.943522497,4.226215972
0.989840051,4.27283442
1.036157604,4.319452868
1.082475158,4.366071316
1.128792712,4.412689763
1.175110266,4.459308211
1.221427819,4.505926659
1.267745373,4.552545106
1.314062927,4.599163554
1.36038048,4.645782002
1.406698034,4.69240045
1.453015588,4.739018897
1.499333142,4.785637345
1.545650695,4.832255793
1.591968249,4.878874241
1.638285803,4.925492688
1.684603356,4.972111136
1.73092091,5.018729584
1.777238464,5.065348032
1.823556018,5.111966479
1.869873571,5.158584927
1.916191125,5.205203375
1.962508679,5.251821822
2.008826232,5.29844027
2.055143786,5.345058718
2.10146134,5.391677166
2.147778894,5.438295613
2.194096447,5.484914061
2.240414001,5.531532509
2.286731555,5.578150957
2.333049108,5.624769404
2.379366662,5.671387852
2.425684216,5.7180063
2.47200177,5.764624748
2.518319323,5.811243195
2.564636877,5.857861643
2.610954431,5.904480091
2.657271984,5.951098538
2.703589538,5.997716986
2.749907092,6.044335434
2.796224645,6.090953882
2.842542199,6.137572329
2.888859753,6.184190777
2.935177307,6.230809225
2.98149486,6.277427673
3.027812414,6.32404612
3.074129968,6.370664568
3.120447521,6.417283016
3.166765075,6.463901463
3.213082629,6.510519911
3.259400183,6.557138359
3.305717736,6.603756807
3.35203529,6.650375254
3.398352844,6.696993702
3.444670397,6.74361215
3.490987951,6.790230598
3.537305505,6.836849045
3.583623059,6.883467493
3.629940612,6.930085941
3.676258166,6.976704389
3.72257572,7.023322836
3.768893273,7.069941284
3.815210827,7.116559732
3.861528381,7.163178179
3.907845935,7.209796627
3.954163488,7.256415075
4.000481042,7.303033523
4.046798596,7.34965197
4.093116149,7.396270418
4.139433703,7.442888866
4.185751257,7.489507314
4.232068811,7.536125761
4.278386364,7.582744209
4.324703918,7.629362657
4.371021472,7.675981105
4.417339025,7.722599552
4.463656579,7.769218
4.509974133,7.815836448
4.556291687,7.862454895
4.60260924,7.909073343
4.648926794,7.955691791
4.695244348,8.002310239
4.741561901,8.048928686
4.787879455,8.095547134
4.834197009,8.142165582
4.880514562,8.18878403
4.926832116,8.235402477
4.97314967,8.282020925
5.019467224,8.328639373
5.065784777,8.37525782
5.112102331,8.421876268
5.158419885,8.468494716
5.204737438,8.515113164
5.251054992,8.561731611
5.297372546,8.608350059
5.3436901,8.654968507
5.390007653,8.701586955
5.436325207,8.748205402
5.482642761,8.79482385
5.528960314,8.841442298
5.575277868,8.888060746
5.621595422,8.934679193
5.667912976,8.981297641
5.714230529,9.027916089
5.760548083,9.074534536
5.806865637,9.121152984
5.85318319,9.167771432
5.899500744,9.21438988
5.945818298,9.261008327
5.992135852,9.307626775
6.038453405,9.354245223
6.084770959,9.400863671
6.131088513,9.447482118
6.177406066,9.494100566
6.22372362,9.540719014
6.270041174,9.587337462
6.316358728,9.633955909
6.362676281,9.680574357
6.408993835,9.727192805
6.455311389,9.773811252
6.501628942,9.8204297
6.547946496,9.867048148
6.59426405,9.913666596
6.640581603,9.960285043
6.686899157,10.00690349
6.733216711,10.05352194
6.779534265,10.10014039
6.825851818,10.14675883
6.872169372,10.19337728
6.918486926,10.23999573
6.964804479,10.28661418
7.011122033,10.33323263
7.057439587,10.37985107
7.103757141,10.42646952
7.150074694,10.47308797
7.196392248,10.51970642
7.242709802,10.56632486
7.289027355,10.61294331
7.335344909,10.65956176
7.381662463,10.70618021
7.427980017,10.75279865
7.47429757,10.7994171
7.520615124,10.84603555
7.566932678,10.892654
7.613250231,10.93927245
7.659567785,10.98589089
7.705885339,11.03250934
7.752202893,11.07912779
7.798520446,11.12574624
7.844838,11.17236468
7.891155554,11.21898313
7.937473107,11.26560158
7.983790661,11.31222003
8.030108215,11.35883848
8.076425769,11.40545692
8.122743322,11.45207537
8.169060876,11.49869382
8.21537843,11.54531227
8.261695983,11.59193071
8.308013537,11.63854916
8.354331091,11.68516761
8.400648644,11.73178606
8.446966198,11.7784045
8.493283752,11.82502295
8.539601306,11.8716414
8.585918859,11.91825985
8.632236413,11.9648783
8.678553967,12.01149674
8.72487152,12.05811519
8.771189074,12.10473364
8.817506628,12.15135209
8.863824182,12.19797053
8.910141735,12.24458898
8.956459289,12.29120743
9.002776843,12.33782588
9.049094396,12.38444433
9.09541195,12.43106277
9.141729504,12.47768122
9.188047058,12.52429967
9.234364611,12.57091812
9.280682165,12.61753656
9.326999719,12.66415501
9.373317272,12.71077346
9.419634826,12.75739191
9.46595238,12.80401035
9.512269934,12.8506288
9.558587487,12.89724725
9.604905041,12.9438657
9.651222595,12.99048415
9.697540148,13.03710259
9.743857702,13.08372104
9.790175256,13.13033949
